Name,Price,Relative Price,Units,Supermarket,Link,Image
Tesco Emmental Slices 250G,2.85,11.4,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/299914498,https://digitalcontent.api.tesco.com/v2/media/ghs/54b7cafe-9e20-4042-a150-9cc7efee2fbd/eaaee840-4934-4bd0-a601-b0c8f18d3d85.jpeg?h=225&w=225
Tesco Taramasalata Dip 200G,1.25,6.2,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/260083923,https://digitalcontent.api.tesco.com/v2/media/ghs/6805c9cc-64dc-4bba-ae67-6b35eed0230a/6e8fbc8b-0ef5-4130-ad2a-01ddf3d56935.jpeg?h=225&w=225
Tesco Finest Garlic & Parsley Ciabatta 255G,2.4,9.4,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/296481201,https://digitalcontent.api.tesco.com/v2/media/ghs/7120317d-96fa-4cd0-b051-385cdf56d01c/9b83a335-e831-4210-9a9f-76b1d44659ad.jpeg?h=225&w=225
Tesco Penne 300G,1.35,4.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/299829030,https://digitalcontent.api.tesco.com/v2/media/ghs/6f8c21da-4b97-4974-928d-8527e6148348/6eb3192b-1ee4-4cc9-87f5-7f713cb212ba.jpeg?h=225&w=225
Stork Original Baking Spread 500G,1.95,3.9,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/254263535,https://digitalcontent.api.tesco.com/v2/media/ghs/bb901bdf-5322-4002-a018-64a15996d307/325d3093-9b22-4d7c-a4d7-8d8e996d6d7a_1363280865.jpeg?h=225&w=225
Fridge Raiders Southern Style Chicken Bites 3X22.5G,1.6,23.7,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/302490043,https://digitalcontent.api.tesco.com/v2/media/ghs/2b7e93f9-8898-4c02-8339-d60bba8b8fbc/5820601a-14da-4570-abca-5092b92b5838.jpeg?h=225&w=225
Tesco 6 Mini Pork & Pickle Pork Pies 300G,1.99,6.6,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/263687550,https://digitalcontent.api.tesco.com/v2/media/ghs/baf09b6a-37a3-437b-9623-029bbc5822e1/c14d03b3-2891-451f-bb7f-e587289c6a92.jpeg?h=225&w=225
Tesco 0% Fat Natural Yogurt 500G,1.1,2.2,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/281838783,https://digitalcontent.api.tesco.com/v2/media/ghs/8dae7fdc-87f9-4b0a-9e5a-5fa7993633c6/6047d49b-2a0e-4736-972f-2d0ebe345e43.jpeg?h=225&w=225
Tesco Crumbed Ham 400G,2.39,6.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/303880726,https://digitalcontent.api.tesco.com/v2/media/ghs/76b4c326-a3c8-4506-b72d-12a327f42fbb/d50e556e-fb59-4405-b907-69264b7e28ed.jpeg?h=225&w=225
Growers Harvest No Added Sugar Apple Juice Drink 1 Litre,0.95,1.0,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/301219535,https://digitalcontent.api.tesco.com/v2/media/ghs/cebf0185-174e-447e-99f1-317f1905d4fc/33db0d28-ec70-41a6-8bad-aeb073a58846_1235866895.jpeg?h=225&w=225
Tesco 36 Wafer Thin Roast Chicken Slices 400G,2.29,5.7,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/303881309,https://digitalcontent.api.tesco.com/v2/media/ghs/307c34e0-37f5-4392-a124-dec62dec4fbd/a2ee7e2d-160c-4048-9a76-fddfb529e08d.jpeg?h=225&w=225
Tesco Tender Vegetable Medley 160G,1.85,11.56,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/297674922,https://digitalcontent.api.tesco.com/v2/media/ghs/e2b9f63b-0959-46ce-83ba-a3e3d4f9c533/8c83f626-6a64-4e1e-b6e0-97340ccd83cc.jpeg?h=225&w=225
Tesco Fresh Cut Curled Parsley 30G,0.52,0.0,,Tesco,https://www.tesco.com/groceries/en-GB/products/292686720,https://digitalcontent.api.tesco.com/v2/media/ghs/fb356385-654e-4fcf-8296-2d7cdbc1cf65/f334172a-1b1b-453c-b7e4-59df5c7dddb3.jpeg?h=225&w=225
Tesco Wafer Thin Brunswick Ham 125G,2.0,16.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/287966532,https://digitalcontent.api.tesco.com/v2/media/ghs/a0884162-8e87-461c-9143-55dc5307a804/949a1a3a-6902-4040-b6a2-52e1e31845b2.jpeg?h=225&w=225
Tesco Finest Beef Roasting Joint,12.75,17.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/254269241,https://digitalcontent.api.tesco.com/v2/media/ghs/8e62078a-41d5-40a4-b4fa-e98cf9727480/e536b84d-0e7c-438d-83f4-6668e9ff220d.jpeg?h=225&w=225
Tesco Organic Unsalted Butter 250G,3.0,12.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/261819963,https://digitalcontent.api.tesco.com/v2/media/ghs/8646e0d5-df16-44aa-83da-89c2f4e8ed1e/1163f89f-73c0-424d-9b50-683b4b543232.jpeg?h=225&w=225
Tesco Finest Buffalo Mozzarella & Tomato Pizza 420G,4.75,11.3,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/303806338,https://digitalcontent.api.tesco.com/v2/media/ghs/8a9a4d06-2c7d-4426-b38e-bc5ade409aa1/76ab6216-ab9d-410f-834d-894800c84659.jpeg?h=225&w=225
Tesco Finest Spaghetti Bolognese 400G,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/261892196,https://digitalcontent.api.tesco.com/v2/media/ghs/db8ad9be-51f8-4859-b93e-49ae43671dac/7f4d1101-eb8a-4a4b-b948-68ad56990c90.jpeg?h=225&w=225
Tesco Finest Diced Beef 400G,6.3,15.75,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/285104502,https://digitalcontent.api.tesco.com/v2/media/ghs/cfb3afc2-34bb-47c7-9bad-cb1704c66f45/ec12fcc7-c3d8-4ecb-bfb3-4134ddf32144.jpeg?h=225&w=225
Philadelphia Light Low Fat Soft Cream Cheese 280G,3.25,11.61,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/311436216,https://digitalcontent.api.tesco.com/v2/media/ghs/127a037a-20d8-4fb2-9cfc-d8fa903d6fa4/be47f1e4-0254-4cf7-a738-ed29ff6f8872_1036203042.jpeg?h=225&w=225
Theos Ready Rolled Filo Pastry 250 G,2.1,8.4,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/250829305,https://digitalcontent.api.tesco.com/v2/media/ghs/7ad082d8-7a38-41b0-8c6d-b954623856f8/02ed847c-a110-48ea-b729-7ed274c9b80a.jpeg?h=225&w=225
Flora Lighter Spread With Natural Ingredients 1KG,4.65,4.65,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/303260366,https://digitalcontent.api.tesco.com/v2/media/ghs/46e32f04-ef10-4331-a443-8b45f2bf8c9a/d6716bcc-c23f-4f61-aea1-d0210fbe5946_487358349.jpeg?h=225&w=225
Oykos Salted Caramel Luxury Greek Style Yoghurt Dessert 4x110g,2.2,5.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/292702996,https://digitalcontent.api.tesco.com/v2/media/ghs/d65b97d8-17f2-476c-95f5-4840281b9a3c/7c7a8070-53f0-487d-91f7-35ec9288a15d.jpeg?h=225&w=225
Tesco Cashews 300G,3.0,10.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/312567071,https://digitalcontent.api.tesco.com/v2/media/ghs/5321ca8e-cc05-4a13-8504-417b9e61d565/ed623735-3172-4b54-b3e3-1ec180847797_1308110142.jpeg?h=225&w=225
Tesco Finest Extra Mature English Cheddar Cheese 350G,4.0,11.43,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/294173984,https://digitalcontent.api.tesco.com/v2/media/ghs/31f4a044-eaff-423e-aca9-125c1d3999d6/92ce3093-37c6-4984-b72c-1b61b49d5695_602836130.jpeg?h=225&w=225
Dairylea Cheese Spread 270G,2.9,10.74,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/285140562,https://digitalcontent.api.tesco.com/v2/media/ghs/593a7220-4d1e-4f14-aee1-f29d651ebd77/81da91ae-98c3-4340-90b9-775cbc27e752.jpeg?h=225&w=225
Tesco Finest British 6 Lincolnshire Sausages 400G,3.25,8.12,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/280011075,https://digitalcontent.api.tesco.com/v2/media/ghs/fcb39bab-c1f9-454c-b00b-92bb49228d8c/c679e8e9-a868-4483-9d49-4cac6708e14d.jpeg?h=225&w=225
Muller Corner Strawberry Yogurt 136G,0.9,6.6,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/311954680,https://digitalcontent.api.tesco.com/v2/media/ghs/7c418ee7-7aa4-4a54-af77-dd406ac864f8/5a1ef61a-f456-4374-a69a-5fa1c17f96bd.jpeg?h=225&w=225
Alpro Soya No Sugar Chilled Dairy Free Drink 1L,2.0,2.0,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/266567296,https://digitalcontent.api.tesco.com/v2/media/ghs/e8778954-9cb3-40eb-a003-9b4615e92ada/c64af0da-6ec9-4b64-9259-fdbd9591529c.jpeg?h=225&w=225
Tesco Spanish Inspired Selection 120G,3.0,25.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/304417532,https://digitalcontent.api.tesco.com/v2/media/ghs/635ac512-b9d0-4601-b50c-7abe1a49a880/80613b23-ebc8-4eb8-bc17-7bc353959586.jpeg?h=225&w=225
Tesco Grated Red Leicester 250 G,2.75,11.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/253704327,https://digitalcontent.api.tesco.com/v2/media/ghs/4c32acbd-a0b1-4528-816e-826afa40e7f9/4cc6a9d6-1700-4852-a953-d04e6ca78a67.jpeg?h=225&w=225
Tesco Finest Belgian Chocolate Mousse 100G,1.0,10.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/261945191,https://digitalcontent.api.tesco.com/v2/media/ghs/74ea8e6f-1dcb-465a-b25f-80f3c258223a/d3563e48-f658-469e-9f18-aa37697224c0.jpeg?h=225&w=225
Tesco Organic Cherry On The Vine Tomatoes 200G,2.0,10.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/265555588,https://digitalcontent.api.tesco.com/v2/media/ghs/cde01911-411a-4cd4-8b31-e9d48ff10737/4a28a60a-774e-46c6-a585-4695dc88d9e1.jpeg?h=225&w=225
Tesco 2X Extra Strong Garlic Baguettes 410G,1.75,4.3,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/307339959,https://digitalcontent.api.tesco.com/v2/media/ghs/b134a444-566f-4574-9c89-0c56ad8f432c/b4871b54-0772-4757-990a-97054a86e10f.jpeg?h=225&w=225
Tesco Wafer Thin Roast Chicken 125G,1.45,11.6,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/303881269,https://digitalcontent.api.tesco.com/v2/media/ghs/49a57af7-e71b-4a67-a3db-f7e921f32781/242744f6-9232-4c55-b057-6528c3130986.jpeg?h=225&w=225
Tesco Baking Block 250G,1.0,4.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/256521688,https://digitalcontent.api.tesco.com/v2/media/ghs/2b03b93c-99cd-49e2-bcff-76c77e1674d6/7d3e87b0-dd10-4ce8-8aa7-1ec5ec699618.jpeg?h=225&w=225
Lindahls Kvarg Stracciatella Pot 150G,1.25,8.3,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/305117056,https://digitalcontent.api.tesco.com/v2/media/ghs/80b56afd-46a7-40cf-a8b7-cc9b50cde67c/29514ec2-09f2-4a76-b816-80b232995ba8.jpeg?h=225&w=225
Tesco Soft Apricots 250G,2.0,8.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/258057537,https://digitalcontent.api.tesco.com/v2/media/ghs/76bb017a-15a4-4a21-961d-b1ff57eee6d7/9ef00074-6600-4b32-9b79-bcd76dae58eb.jpeg?h=225&w=225
Tesco Buttery Spread 1Kg,1.85,1.85,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/253695365,https://digitalcontent.api.tesco.com/v2/media/ghs/c3893ed9-1605-450a-93aa-61e8d1508d64/c3b218cc-c64b-4702-b63d-c5e6a5056d02.jpeg?h=225&w=225
Creamfields Grana Padano Wedge 175G,1.97,11.26,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/304390832,https://digitalcontent.api.tesco.com/v2/media/ghs/ee36c658-9c3b-4ec0-a3bd-288be5cf7e59/db148838-ff2c-4500-950d-ec699076f64d_1092168623.jpeg?h=225&w=225
Don Simon Mango & Passion Fruit Juice Drink 1.5Ltr,1.25,0.8,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/306802758,https://digitalcontent.api.tesco.com/v2/media/ghs/d5a9699f-5684-4045-bcc4-e89a98bbd914/6fe14359-8d5e-4147-8c57-41d751ebd517_1576225014.jpeg?h=225&w=225
Tesco Tendersweet Carrots 150G,1.35,9.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/279627298,https://digitalcontent.api.tesco.com/v2/media/ghs/810154c8-b0c5-4a6b-ad4e-27a562c943fa/7295f511-7e7a-40c9-b4f3-e361143b3872.jpeg?h=225&w=225
Tesco 8 Reduced Fat Pork Sausages 454G,1.79,3.94,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/252995167,https://digitalcontent.api.tesco.com/v2/media/ghs/babd7996-dd06-4d3d-bcc4-7e8b89bfc544/008a8815-2ebc-4ed2-94c5-09506b88cc3e.jpeg?h=225&w=225
Tesco Lamb Leg Steaks 300G,5.3,17.67,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/274512919,https://digitalcontent.api.tesco.com/v2/media/ghs/8224b75f-3bd2-49e8-ae75-63ccd3168639/8d5cfe93-66d0-4167-8a73-a3661bf6b164.jpeg?h=225&w=225
Tesco Unsmoked Boneless Gammon Joint,9.38,6.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/267158491,https://digitalcontent.api.tesco.com/v2/media/ghs/da7c0e54-b125-40f7-89df-d19a1862f025/0937a8d3-f1ca-4ebd-9a28-2bd1d4c2fbb5.jpeg?h=225&w=225
Tesco Organic Salted Butter 250G,3.0,12.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/253114455,https://digitalcontent.api.tesco.com/v2/media/ghs/fb5b92a6-ee9f-46db-bb1a-3287ec2c8735/919fa0ad-3a1b-4c25-b7d7-ee4e9dcc388a.jpeg?h=225&w=225
Tesco Cashew Nuts 200G,2.65,13.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/266376222,https://digitalcontent.api.tesco.com/v2/media/ghs/89265c3b-1d3d-4077-97a0-133310682cbe/398fc177-4ba2-4013-a6e0-ebfd4f6df653.jpeg?h=225&w=225
Tesco Spaghetti Bolognese 400G,3.25,8.12,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/310690468,https://digitalcontent.api.tesco.com/v2/media/ghs/832eb2c7-2023-403c-af85-b0a09f792553/5500f742-e651-4b58-900d-11395232662b.jpeg?h=225&w=225
The Tofoo Co Naked Tofu 280G,2.3,8.21,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/294476706,https://digitalcontent.api.tesco.com/v2/media/ghs/8977e674-dd39-4e4c-b3db-eaff44addc3c/c8f15203-53f8-4d24-a47a-f8caedfd7397.jpeg?h=225&w=225
Muller Light 0% Fat Vanilla Orange & Caramel Yogurt 6X140g,4.0,4.8,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/311449178,https://digitalcontent.api.tesco.com/v2/media/ghs/0106dfd5-0d5f-4837-a610-237867e94c3a/f283b0dd-da09-4675-9266-802ac43c4e69.jpeg?h=225&w=225
Hoads Farm Free Range Eggs Large Box Of 6 (L),2.15,0.36,per_unit,Tesco,https://www.tesco.com/groceries/en-GB/products/250624576,https://digitalcontent.api.tesco.com/v2/media/ghs/961016b4-3b6e-47ee-812e-5269943bf5e2/d3dab568-d662-430d-a60d-bd4c9745022c.jpeg?h=225&w=225
Muller Light Rhubarb Fat Free Yogurt 160G,0.9,5.6,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/312853397,https://digitalcontent.api.tesco.com/v2/media/ghs/95eb32b9-12a3-429a-9c4a-074fd93ea50b/bb0dab65-1cc4-4b6f-9182-70608ca72b48.jpeg?h=225&w=225
Tesco Fresh Potato Gnocchi Pasta 400 G,1.8,4.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/275062447,https://digitalcontent.api.tesco.com/v2/media/ghs/26c5fe4e-70bb-4d68-924a-e0e5c5d13519/b1aece3f-1711-432d-adc6-3f9bf8637359.jpeg?h=225&w=225
Tesco Cranberry Juice Drink 1 Litre,2.0,2.0,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/293945418,https://digitalcontent.api.tesco.com/v2/media/ghs/51fb9d50-7a05-4d52-95d4-c21f73c3bc64/3fba26f1-d30d-4671-9ab8-e3199ab6bda4_1141893032.jpeg?h=225&w=225
Yeo Valley Organic Natural Yogurt 450G,2.0,4.4,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/312573408,https://digitalcontent.api.tesco.com/v2/media/ghs/f39ab887-297b-4172-9c11-6c5ea8fba22d/5131415e-3b02-496a-8c77-4040d34a02b3.jpeg?h=225&w=225
St Helen's Fresh Semi Skimmed Goats Milk 1 Litre,2.15,2.15,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/260454295,https://digitalcontent.api.tesco.com/v2/media/ghs/fa4f2c91-6d34-487c-a77b-a50e7b13e956/65bbb841-7120-4ea3-a5b7-6464aba66751.jpeg?h=225&w=225
Tesco 12 Smoked Salmon Canapes 100G,3.0,30.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/264389056,https://digitalcontent.api.tesco.com/v2/media/ghs/31451301-d74b-4bd9-912f-ad18e290ee7a/3add1afc-d14e-489a-8187-085dc06df19e.jpeg?h=225&w=225
Yazoo Chilled Chocolate Flavour Milkshake 400Ml,1.5,3.8,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/290369696,https://digitalcontent.api.tesco.com/v2/media/ghs/12c74360-bbac-4048-8d28-fd64a92017e0/401bd6a2-68c9-4645-924f-c6e946cef05c.jpeg?h=225&w=225
Munch Bunch Double Up Strawberry Raspberry Kids Yoghurt Pots 4x85g,2.0,5.9,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/272471895,https://digitalcontent.api.tesco.com/v2/media/ghs/ab99e88b-9dd9-46f1-8351-14f334688190/b10955c1-6982-49b8-afa3-401df1ffed48.jpeg?h=225&w=225
Billy Bear Slices 100G,1.25,12.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/298766841,https://digitalcontent.api.tesco.com/v2/media/ghs/0b693507-04e7-4b8f-92d8-8700ff86f5ff/3c2e3b08-0049-4819-a192-5213b9f08601_72153661.jpeg?h=225&w=225
Stork Original Baking Spread 1Kg,3.15,3.15,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/254400495,https://digitalcontent.api.tesco.com/v2/media/ghs/f43d173b-2426-4167-9292-e215a0bf43c8/75f0060a-9623-43a6-9d5f-e2582fd5d6b8_443887247.jpeg?h=225&w=225
Woodside Farms Pork Belly Slices 500G,3.39,6.78,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/292285964,https://digitalcontent.api.tesco.com/v2/media/ghs/e176a0d3-8a4c-4bd1-b1a4-6ae503178144/2bb77526-7c76-4524-b880-b8a7290e8d7a.jpeg?h=225&w=225
Yeo Valley Honey Greek Style Yogurt 4 X100g,2.5,6.2,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/266864059,https://digitalcontent.api.tesco.com/v2/media/ghs/96a4d52f-756a-40be-8d0e-92c6f79c7d36/0cc8e677-2513-4171-924e-bfe05e1a4c26.jpeg?h=225&w=225
Eastman's Chicken Roll Slices 250G,1.43,5.7,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/299955823,https://digitalcontent.api.tesco.com/v2/media/ghs/b6fc5637-ad78-4a10-bee3-80022a84068e/3335075d-8d68-45ce-b41c-d2f5a954e00f.jpeg?h=225&w=225
The Collective Suckies Strawberry Kids Yoghurt Pouch 90g,0.95,10.6,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/312346701,https://digitalcontent.api.tesco.com/v2/media/ghs/54bf2d98-8a2e-4796-98d0-7f1dd481b395/fd7678f6-9f3c-4f39-a4a2-1e760836da20.jpeg?h=225&w=225
Tesco Sunblush Tomato & Garlic Flatbread 235 G,1.75,7.4,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/286242984,https://digitalcontent.api.tesco.com/v2/media/ghs/7df7917f-4660-4a2b-a3fe-17f6d3bd6a64/01273c93-3459-4827-a8d2-11fdf5190e41.jpeg?h=225&w=225
Philadelphia Garlic & Herbs Soft Cream Cheese 165G,2.25,13.64,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/311794004,https://digitalcontent.api.tesco.com/v2/media/ghs/4a029e56-7245-41fe-b76c-52fd9b41d408/fe946ea0-b71c-4453-87a6-a2298681d9fe_661093222.jpeg?h=225&w=225
Tesco Broccoli Florets 240G,1.25,5.21,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/277967105,https://digitalcontent.api.tesco.com/v2/media/ghs/2d8a5c1e-0cfb-44e9-b730-065cd1186f06/3fa91cc1-b7cf-44cf-88cc-786f889d95b5.jpeg?h=225&w=225
Yollies Strawberry Yogurt 4 X25g,1.75,17.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/284092668,https://digitalcontent.api.tesco.com/v2/media/ghs/f835afc6-44f6-44a8-a0a5-3d3b23b55fad/abb26287-6dec-4915-8213-7e901446710b.jpeg?h=225&w=225
Tesco British Chicken Sausages 6 Pack 400G,2.65,6.62,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/291970788,https://digitalcontent.api.tesco.com/v2/media/ghs/78006377-be16-4657-abbe-2d162ac8b9aa/7a22ac63-fc5f-4f3c-b6d1-fdc6eb786f56.jpeg?h=225&w=225
Tesco Runner Beans 180G,1.4,7.78,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/293953495,https://digitalcontent.api.tesco.com/v2/media/ghs/b5cd9544-7659-4142-9354-48d49d6699ad/5cf619ca-0745-42b1-8c13-c1cb9659659d.jpeg?h=225&w=225
Tesco Simple Salad With Sour Cream And Chive 165G,1.15,7.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/302988716,https://digitalcontent.api.tesco.com/v2/media/ghs/104058bd-3e63-4441-8af9-16fde9679b41/c8e5bee1-c76e-44d4-a2b8-131867f3c7a6.jpeg?h=225&w=225
Tesco Broccoli & Tomato Quiche 400G,2.5,6.2,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/288017367,https://digitalcontent.api.tesco.com/v2/media/ghs/8a652c05-8f88-4fce-82b2-af3e7e9daf93/b20a88e9-5618-48a5-a89f-28cc03c63fc6.jpeg?h=225&w=225
Love Beets Cooked Beetroot 250G,0.7,2.8,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/308089779,https://digitalcontent.api.tesco.com/v2/media/ghs/7b38a36c-4655-402d-ae01-12d2f3b62d97/02aab6df-1ffa-4ede-9d27-4942b02bb505_428268824.jpeg?h=225&w=225
Tesco Beef Steak Mince 15% Fat 500G,3.5,7.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/296422877,https://digitalcontent.api.tesco.com/v2/media/ghs/43b36d81-2fdd-4953-b218-eec7232105cb/6eefd593-275e-4e63-bc8b-2e664d59a755.jpeg?h=225&w=225
Tesco Finest Ribeye Steak 227G,6.95,30.62,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/308458275,https://digitalcontent.api.tesco.com/v2/media/ghs/2f9be2f9-54bd-4e2f-a4dc-6ade756200e2/43ffc5c3-2e62-463b-baf6-206ff2304756.jpeg?h=225&w=225
Tesco Beef Brisket,7.8,13.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/257904508,https://digitalcontent.api.tesco.com/v2/media/ghs/c43657f7-f969-4ca4-8bc5-5c7aa089c102/8a11e8ea-9412-474a-973e-3cf1a1e6d7db.jpeg?h=225&w=225
Muller Bliss Lemon Greek Style Yogurt 4X105g,3.0,7.1,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/311677760,https://digitalcontent.api.tesco.com/v2/media/ghs/28110d4c-acb1-4a2f-9632-cadfeec29a6f/5425178c-0cea-4f55-9356-f3d0d382d9e9.jpeg?h=225&w=225
Tesco Finest Ham Mushroom Mascarpone Pizza 450G,4.75,10.6,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/303806373,https://digitalcontent.api.tesco.com/v2/media/ghs/49d643d2-6c06-4114-9ed4-3ad624c5ccd1/a2dad459-4a1d-4c09-8aa3-197db89ca4f6.jpeg?h=225&w=225
"Tesco Finest Ham Hock, Leek & Gratin 400G",4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/279899286,https://digitalcontent.api.tesco.com/v2/media/ghs/dc2bfae0-54b6-4cb9-81e0-4c563746f7a5/bc2e8a69-e654-4bec-bb25-c59639ba810e.jpeg?h=225&w=225
Tesco Finest Maple Bacon & Extra Mature Cheddar Quiche 420G,3.7,8.8,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/308457649,https://digitalcontent.api.tesco.com/v2/media/ghs/5116bb88-9ea2-4b9f-91b4-dfcc76c5d0b4/abf59464-12bd-4c76-9152-23e2eb0e3830.jpeg?h=225&w=225
Tesco British Mature Cheddar Cheese 220G,2.5,11.36,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/300257744,https://digitalcontent.api.tesco.com/v2/media/ghs/99657fdb-8f66-4961-984b-f139f6ca0134/b0e5eda5-1b4d-4f22-8972-98ab388da6d6.jpeg?h=225&w=225
Activia Strawberry & Red Fruit Fat Free Gut Health Yoghurt Multipack 8x115g,4.0,4.4,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/308090340,https://digitalcontent.api.tesco.com/v2/media/ghs/7335372d-6a67-4c3b-b2a9-ac0168ed1dac/2a1faab3-ddee-41c8-b50d-3bd6d0bd134d.jpeg?h=225&w=225
Tesco Prosciutto Crudo & Salami Platter 120G,3.0,25.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/299910479,https://digitalcontent.api.tesco.com/v2/media/ghs/0a9d1c30-e094-4aa8-934b-e9b5ae243284/6ea03e50-0282-46a4-8572-8fb02a6e6828.jpeg?h=225&w=225
Président French Unsalted Block Butter 250g,3.0,12.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/250760137,https://digitalcontent.api.tesco.com/v2/media/ghs/a6c1c297-eb52-450f-800c-5969f7848bdc/88e9b354-3568-49f0-9a95-0a19dedbe4b8.jpeg?h=225&w=225
Cauldron Foods Tofu 396G,2.75,6.94,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/266727466,https://digitalcontent.api.tesco.com/v2/media/ghs/f38a726b-440f-456e-99f0-002970bc015d/2d2da45b-4fe0-480a-b33e-27c3b48c33cb.jpeg?h=225&w=225
Tesco Diced Chorizo 130G,2.5,19.2,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/277570378,https://digitalcontent.api.tesco.com/v2/media/ghs/2dd13300-51ba-49a5-b56e-b3c008deaf01/e3829f7c-f3a5-4bab-8075-3a4b14663ead.jpeg?h=225&w=225
