Name,Price,Relative Price,Units,Supermarket,Link,Image
Muller Light Protein Choc Brownie Flavour Pudding 140g,1.5,10.7,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317764780,https://digitalcontent.api.tesco.com/v2/media/ghs/7fddd75a-27e1-4fca-a39a-00456c66429c/e450f1fe-e13e-4f7d-a1a3-98056a8282d8.jpeg?h=225&w=225
Tesco Green Olives 150g,2.0,13.3,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315373986,https://digitalcontent.api.tesco.com/v2/media/ghs/3d7225ab-b766-4bdd-bcc4-4d7c39716b5f/20add711-afb1-451a-ad0a-e2a99dbe5915_234744209.jpeg?h=225&w=225
Tesco Black & Green Olives with Garlic & Herbs 150g,2.0,13.3,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315388646,https://digitalcontent.api.tesco.com/v2/media/ghs/eee9c520-09ee-4f12-b947-530bc1e5d276/66805aa4-0fdd-4253-9aad-f61213cfce8a_403993475.jpeg?h=225&w=225
Tesco Black & Green Olives 150g,2.0,13.3,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315361430,https://digitalcontent.api.tesco.com/v2/media/ghs/ec5042f1-18fa-4024-a1aa-c2c28d54c0cb/71fa8342-45f5-41a5-a777-b9ffdd127ef5_1060393869.jpeg?h=225&w=225
Muller Light Protein Chocolate Orange Flavour Pudding 140g,1.5,10.7,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317644749,https://digitalcontent.api.tesco.com/v2/media/ghs/739ddaf8-ba16-44af-bdcd-58b4342db29a/3e84f223-918e-4cff-95e8-668782d2f756.jpeg?h=225&w=225
Graham's Protein 25G Passion Fruit & Mango Yogurt 200G,1.25,6.2,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313184631,https://digitalcontent.api.tesco.com/v2/media/ghs/c2717d32-0ef9-4c32-8434-0068722019f2/c7a5d246-c357-436e-9fd0-6ad60bf35f4f.jpeg?h=225&w=225
Tesco Finest Oak Smoked Extra Mature Cheddar 200G,3.5,17.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317661740,https://digitalcontent.api.tesco.com/v2/media/ghs/e3ea0f47-3f22-4d80-9799-d523680e6862/e71202d6-b006-43f9-b775-1bcea3b12559_1223273481.jpeg?h=225&w=225
Tesco Finest Greek Trio Of Olives 200G,4.0,20.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313174127,https://digitalcontent.api.tesco.com/v2/media/ghs/dc5c094f-c725-4e99-aa07-8a9fde6c4a24/0fcda7fc-54db-4203-8425-c67f7680d744_736791876.jpeg?h=225&w=225
Tesco Finest Hickory Smoked Extra Mature Cheddar Cheese 300g,3.8,12.67,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317558212,https://digitalcontent.api.tesco.com/v2/media/ghs/ae32b43a-7c96-4235-992c-79094c88df38/60b81eae-971d-4a8e-9910-81a082e374a6_1032783255.jpeg?h=225&w=225
Tesco Finest Mortadella with Truffle 140g,3.0,21.43,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317420300,https://digitalcontent.api.tesco.com/v2/media/ghs/96f69aac-8719-424d-9842-5596e207650a/143dedba-f3ac-47e5-8c0d-40ac4239605d.jpeg?h=225&w=225
Tesco Italian Inspired Panini Duo 120g,3.0,25.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317183317,https://digitalcontent.api.tesco.com/v2/media/ghs/e557790b-9a90-4001-addf-ba4139cbbef9/915605be-bfda-4a39-a56c-215f21e138ff.jpeg?h=225&w=225
Flora Plant Cream Double 250ml,1.5,6.0,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/316811444,https://digitalcontent.api.tesco.com/v2/media/ghs/a00d03f9-46f9-4c76-aaff-ffaad88775e6/9343c178-ef60-4592-b9ef-2624e2592665_483654542.jpeg?h=225&w=225
The Gym Kitchen Katsu Chicken Wrap,3.0,3.0,per_unit,Tesco,https://www.tesco.com/groceries/en-GB/products/316806416,https://digitalcontent.api.tesco.com/v2/media/ghs/82dc5613-69ec-4eff-9c58-a1abb2eaf890/20d71fb7-67c5-47ad-8344-3637ac1ba99a.jpeg?h=225&w=225
Tesco Finest GEM Avocado Twin Pack,2.75,1.38,per_unit,Tesco,https://www.tesco.com/groceries/en-GB/products/315391336,https://digitalcontent.api.tesco.com/v2/media/ghs/e9109499-eb05-46d5-ad8a-a8f9cced83de/3b79c238-37b5-4e23-9f6f-2907f41abf4f.jpeg?h=225&w=225
Tesco Simply Smashed Avocado - 100g,1.15,11.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316796417,https://digitalcontent.api.tesco.com/v2/media/ghs/28704add-e7c5-4c19-a2ea-5e752aa85b55/ad99bae2-b0c2-4de8-ac8a-9679bb430b6e_1786617098.jpeg?h=225&w=225
Beretta Prosciutto Di San Daniele 90G,3.5,38.89,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313841015,https://digitalcontent.api.tesco.com/v2/media/ghs/d369037f-d411-486c-a910-f7f2da9b2a09/52617cc7-53b0-4975-b92b-06bc8f824b3d_269459226.jpeg?h=225&w=225
Tesco Fresh Pickled Beetroot 300g,0.95,3.17,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313757213,https://digitalcontent.api.tesco.com/v2/media/ghs/2a03baa4-b8ac-42bc-a30d-cbb4d547fc91/ae824b66-8d5e-4b3e-9940-60beea65143a.jpeg?h=225&w=225
Tesco Slow Cooked Chilli Beef Nachos 520g,6.0,11.54,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314836314,https://digitalcontent.api.tesco.com/v2/media/ghs/c81e1a90-3508-4afb-a7c7-3aa0b53c7356/14b29b8c-5e17-4f7f-8834-0b051490b56e.jpeg?h=225&w=225
Benecol Peach Yogurt 4x115g,4.0,8.7,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314829594,https://digitalcontent.api.tesco.com/v2/media/ghs/0c9b06c6-8992-4d08-888b-e6639d85e343/980882b3-2f3a-48af-9286-44e19bc68d10.jpeg?h=225&w=225
Benecol Strawberry Yogurt 4x115g,4.0,8.7,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314300292,https://digitalcontent.api.tesco.com/v2/media/ghs/4b0d377b-b5ea-41d7-8674-0c699a0f1b71/1b388bc3-ed46-4bd7-ae7f-6b8e9a1ba0c2.jpeg?h=225&w=225
Yakult Original 8 X 65Ml,3.7,7.1,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/313859565,https://digitalcontent.api.tesco.com/v2/media/ghs/7e0cb046-fbc4-4b6f-825b-43f1eae41177/4662632e-0532-40c3-b176-20262039ffb6.jpeg?h=225&w=225
Yakult Balance 8 X 65Ml,3.7,7.1,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/314107129,https://digitalcontent.api.tesco.com/v2/media/ghs/3f6c3cab-8011-4828-957b-fd05ee99334d/a2047377-648e-4688-98f5-a1dfa6c73894.jpeg?h=225&w=225
GetPro 25g Strawberry High Protein Yoghurt Drink 300g,2.0,6.7,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314940037,https://digitalcontent.api.tesco.com/v2/media/ghs/4b1326c9-ebae-481a-9f4a-eceb38380952/dfffd4e7-9064-4851-8c32-c0a3e3109bde.jpeg?h=225&w=225
Actimel Plus 100% Vitamin D Cherry & Elderberry Live Yoghurt Drink Multipack 8x100g,3.85,4.8,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315063656,https://digitalcontent.api.tesco.com/v2/media/ghs/0a8f79a2-9290-495b-a850-6281e2aa84ed/6576bb6b-d611-4da8-abee-49a16a6f645e.jpeg?h=225&w=225
Actimel Plus 100% Vitamin D Strawberry & Pomegranate Live Yoghurt Drink Multipack 8x100g,3.85,4.8,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314934327,https://digitalcontent.api.tesco.com/v2/media/ghs/c00d8479-fc7b-4cbf-9e66-9de81773dc82/5bc350a4-d76d-4bac-bf4c-e6f0ff20bee9.jpeg?h=225&w=225
Tesco Finest Beef Stroganoff 550g,8.0,14.54,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314591458,https://digitalcontent.api.tesco.com/v2/media/ghs/a20b5755-ce97-4c55-8816-b6add789000a/fa127a72-171c-400c-9fe4-5c36c1dcf18d_684991692.jpeg?h=225&w=225
Gu Speculoos Sponge Dessert 2x72.5,2.75,19.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317404562,https://digitalcontent.api.tesco.com/v2/media/ghs/80241b5d-e689-4ebf-829e-4c671b1b7dc9/4e182dae-225b-4ce4-930c-a57a4107d81a.jpeg?h=225&w=225
Yop Strawberry Multiserve Yoghurt Drink 825g,2.0,2.4,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314302704,https://digitalcontent.api.tesco.com/v2/media/ghs/25803bee-8761-4bce-a1e6-ca9471aa8c25/4a8fe29d-fff0-43f8-9e87-49b98a6d9e60.jpeg?h=225&w=225
Gu Ultimate Chocolate Cheesecake Desserts 2x85g,3.75,22.1,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316808092,https://digitalcontent.api.tesco.com/v2/media/ghs/31d1aca1-6f56-4134-8e2c-57a24ada3889/5094f875-ca00-4623-9cd1-7de3bde60b8d.jpeg?h=225&w=225
Tesco Finest 2 Melt in the Middle Chocolate Fondants 310g,3.75,12.1,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317182114,https://digitalcontent.api.tesco.com/v2/media/ghs/c59478ea-02d4-4fa7-9a36-a931f2b32193/1cf856a5-01a1-4123-8e15-3d409f3d3b57.jpeg?h=225&w=225
Do Goodly Chip Shop Curry Sauce 150g,2.2,14.7,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316428915,https://digitalcontent.api.tesco.com/v2/media/ghs/aaa438a9-4d7a-44a8-930e-e32b8d28f3b5/91b882c7-da7c-4fd9-b577-bb2dbf11851a_1840079854.jpeg?h=225&w=225
Bonne Maman Lemon Creme 2x90g,2.2,12.2,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317650807,https://digitalcontent.api.tesco.com/v2/media/ghs/ad82c103-8022-4840-9ebe-962463df1194/851d30ee-9eb2-4920-97a3-2cbf58f1b97e.jpeg?h=225&w=225
Yeo Valley Organic Kefir Mango & Passion Fruit Yogurt Drink 500ml,2.25,4.5,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/311959300,https://digitalcontent.api.tesco.com/v2/media/ghs/553acca5-5bd2-4c7f-911e-0a421c42ff95/b0c444be-9c67-4fca-b477-ca00df63e46d.jpeg?h=225&w=225
Yeo Valley Organic Kefir Natural Yogurt Drink 500ml,2.25,4.5,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/311945345,https://digitalcontent.api.tesco.com/v2/media/ghs/775a9b69-ba6f-474d-aff2-66249363f49e/40d6e0e6-962f-485e-a219-ef4444f42a96.jpeg?h=225&w=225
Biotiful Gut Health Kefir Protein Original 250g,1.85,7.4,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/312985451,https://digitalcontent.api.tesco.com/v2/media/ghs/543631bd-e37d-488d-a634-702a7d44b4d8/430ec336-c116-4400-916d-1b1314198f24.jpeg?h=225&w=225
Yop Raspberry Yoghurt Drink 500g,1.4,2.8,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/266000126,https://digitalcontent.api.tesco.com/v2/media/ghs/9d74c811-3b8e-4c74-b863-d22f21d85137/e42661cc-a816-4fe0-816d-3f8f6a174ca5.jpeg?h=225&w=225
Tesco Beef Steaks with Peppercorn Sauce 320g,4.3,13.44,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314839858,https://digitalcontent.api.tesco.com/v2/media/ghs/204051f3-19be-4d16-b1af-9bfad732d331/ea014ea0-af60-4817-8693-ced9ba07133a.jpeg?h=225&w=225
Tesco Fennel Each,1.0,1.0,per_unit,Tesco,https://www.tesco.com/groceries/en-GB/products/315254269,https://digitalcontent.api.tesco.com/v2/media/ghs/cdda0210-e2a3-4aa7-a7e8-6c6bcc5b9a32/60cbb27b-f62d-483c-b821-4c091bf92beb.jpeg?h=225&w=225
Tesco Celeriac Each,1.55,1.55,per_unit,Tesco,https://www.tesco.com/groceries/en-GB/products/315064577,https://digitalcontent.api.tesco.com/v2/media/ghs/d08ce750-ded3-48b7-9331-5f236650978d/b4575ec6-898c-472c-b343-9203e993af13.jpeg?h=225&w=225
Tesco Beef Steaks With A Stroganoff Sauce 320G,4.3,13.44,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314314235,https://digitalcontent.api.tesco.com/v2/media/ghs/615f9cf8-dc38-45c6-b4c8-91bedce582d9/0080791a-8d99-48cd-bfb9-6916e4d49ae5.jpeg?h=225&w=225
Tesco Tomato & Basil Pasta 550g,3.5,6.4,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316172865,https://digitalcontent.api.tesco.com/v2/media/ghs/0e1edeb7-2441-4653-a6f3-6d18fac72e59/ea6903d5-6ec4-4973-8c05-7197ea1c396e.jpeg?h=225&w=225
Pollen & Grace Mezze Houmous + Rainbow Veg Grain Bowl 275g,4.0,14.6,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316066147,https://digitalcontent.api.tesco.com/v2/media/ghs/9a552174-ca31-46ea-9863-b11d0e7b38bf/11f5799b-ee28-4c80-9409-5b1dbedf5e35.jpeg?h=225&w=225
Tesco Fruity Chicken Curry & Rice 400G,3.25,8.12,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313514927,https://digitalcontent.api.tesco.com/v2/media/ghs/ab6c8025-632e-4413-9ba9-a5e2d2ac4ccf/14bed5c1-4e70-4473-a58b-a7656f3859cb.jpeg?h=225&w=225
Activia Fibre Walnut & Oat Low Fat Breakfast Gut Health Yoghurt Multipack 4x115g,2.75,6.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314932047,https://digitalcontent.api.tesco.com/v2/media/ghs/081f184c-bff7-4669-92d2-8e79550f9f5e/65666122-b1d8-47dc-aa90-e8517029a9b6.jpeg?h=225&w=225
Activia Fibre Apple Cereals Low Fat Gut Health Yoghurt Multipack 4x115g,2.75,6.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315058997,https://digitalcontent.api.tesco.com/v2/media/ghs/38050dc2-3a60-4e3a-ab88-f7d9581e2c39/35385bb4-0133-4b81-8d2e-6b950cee82f2.jpeg?h=225&w=225
Tesco Tomato & Basil Pasta 200G,1.25,6.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/312713682,https://digitalcontent.api.tesco.com/v2/media/ghs/f5f9d0cb-4fab-44fe-bead-01b03aa8f7cb/152ff40f-6cd3-45b7-afea-047d63255e14_65556975.jpeg?h=225&w=225
Tesco Pesto Pasta 200G,1.25,6.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/312703924,https://digitalcontent.api.tesco.com/v2/media/ghs/c1b070cd-0662-4dbb-867e-c59fb2f564e0/5d900620-386a-44e4-b447-b240548da6a3_1352157601.jpeg?h=225&w=225
Jaffa Tropical Grapes 500g,2.5,5.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317208414,https://digitalcontent.api.tesco.com/v2/media/ghs/72b6bbd4-3256-4b97-a2f8-d178eee616cd/170210ad-a9b0-47e7-8f1e-4e5f67a9aa32.jpeg?h=225&w=225
Nanna Tate Potatoes 2kg,2.0,1.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/318194686,https://digitalcontent.api.tesco.com/v2/media/ghs/3c01c5dc-9296-42a7-ba9f-82e28bc8bf54/58c52bd9-c16b-4725-a50f-d02eabc40b58.jpeg?h=225&w=225
Tesco Maris Piper Potatoes 2Kg,1.8,0.9,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/302290700,https://digitalcontent.api.tesco.com/v2/media/ghs/faf7c1ad-396b-49fc-82e3-d662b8c6d040/81d4f123-1314-426c-a8ce-54396d45bae3.jpeg?h=225&w=225
Rosedene Farms Blueberries 150G,1.59,10.6,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/292248675,https://digitalcontent.api.tesco.com/v2/media/ghs/0a969791-4b0e-433a-9f9b-4795e25cd104/1813c975-45aa-4eb1-a88a-a6763efc3afc.jpeg?h=225&w=225
Tesco King Edwards Potatoes 2KG,1.7,0.85,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315836557,https://digitalcontent.api.tesco.com/v2/media/ghs/b6efc55d-01be-4a5a-9e3b-cc76e63f3fb9/49a9146b-a65b-436a-8ad1-8a65623d0617.jpeg?h=225&w=225
Tesco Red Potatoes 2KG,1.75,0.88,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315744110,https://digitalcontent.api.tesco.com/v2/media/ghs/bbdb01d0-6621-4406-951a-efe19371e732/1326ac05-bd46-4edf-a4fc-6ace95135833.jpeg?h=225&w=225
Charlie Bigham's Spaghetti Bolognese for 1 360g,6.0,16.67,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317870057,https://digitalcontent.api.tesco.com/v2/media/ghs/73dbca32-0648-4976-9400-48d787520b14/8da8d3ef-f006-47dc-94cc-48c69eb65e88.jpeg?h=225&w=225
Old El Paso Burrito Bowl Chilli Beef 400g,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314940017,https://digitalcontent.api.tesco.com/v2/media/ghs/547f7a2f-6851-4780-b5fd-8586c9a6f263/28ac4a93-44bd-4b71-a22c-2987e624b328.jpeg?h=225&w=225
Tesco Finest Mac & Four Cheese 400g,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316438362,https://digitalcontent.api.tesco.com/v2/media/ghs/0b164abf-dc8e-4803-a10e-7c18cfc2d6a9/a60bd7e1-9973-4469-b981-4204f283df31.jpeg?h=225&w=225
Old El Paso Rice Bowl Chilli Chicken 400g,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314945784,https://digitalcontent.api.tesco.com/v2/media/ghs/45b6f8de-7857-486e-8d53-f8171b1ad4f5/da6f21f1-452c-4506-9818-0380a17433d0.jpeg?h=225&w=225
Old El Paso Paprika Chicken Burrito Bowl 400g,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316647310,https://digitalcontent.api.tesco.com/v2/media/ghs/4521b5de-7e7a-468f-b8c7-24f3dd6366b9/559d0aa8-8553-4c17-8f8b-497d481f004c.jpeg?h=225&w=225
Tesco Finest Cacio E Pepe 375G,4.5,12.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316178283,https://digitalcontent.api.tesco.com/v2/media/ghs/712cfff7-9a9b-4616-a172-0b3dcf0b89e7/fc247fcf-8248-4b12-ab18-dc08f5126b1a.jpeg?h=225&w=225
Old El Paso Rice Bowl BBQ Pulled Pork 400g,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314936328,https://digitalcontent.api.tesco.com/v2/media/ghs/e1eb69c0-684f-402d-b314-da61961f1361/c61fae53-e4aa-45e1-9bcc-748ddaea9cc6.jpeg?h=225&w=225
Old El Paso Burrito Chilli Beef 400g,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314940530,https://digitalcontent.api.tesco.com/v2/media/ghs/3d8c1f0b-ee41-4bcf-bc04-186d171ef46a/259a26ab-96e6-41ff-9666-8598dc695f91.jpeg?h=225&w=225
The Real Greek Pastitsio 350g,5.0,14.29,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316651667,https://digitalcontent.api.tesco.com/v2/media/ghs/cbbe8a21-5b8a-48bc-b41b-e62a54c680aa/1e0b32de-fe50-40ae-8909-1d7fa6f04775_1280692693.jpeg?h=225&w=225
Pinch Bangin’ Butter Chicken & Nutty Pilau Rice 400g,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316543415,https://digitalcontent.api.tesco.com/v2/media/ghs/30e40b5b-8362-4c2d-9b7b-dde9f116dbd7/0d4c5269-aa04-4e61-a321-7a947bb509f8.jpeg?h=225&w=225
Tesco Finest Thai Inspired Red Chicken Curry & Rice 400G,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313166630,https://digitalcontent.api.tesco.com/v2/media/ghs/c9ca5b5a-378a-41f7-9572-6f383ce78817/d6372f81-90a9-42df-b905-3f18268de585.jpeg?h=225&w=225
The Gym Kitchen Chicken Paella 400G,3.7,9.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314931604,https://digitalcontent.api.tesco.com/v2/media/ghs/a39e52a0-eb76-406e-be4f-eb17a31b5539/89da4dbe-5a4d-44b1-a02a-16c4f063ab39.jpeg?h=225&w=225
Tesco Finest Thai Inspired Green Chicken Curry 400G,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313375699,https://digitalcontent.api.tesco.com/v2/media/ghs/8e79580b-5798-42f7-b51f-b12840338836/9da44f96-020c-48f3-92f3-894e6f6a9c8b.jpeg?h=225&w=225
Tesco Finest Chicken Primavera Pasta 375G,4.5,12.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313942117,https://digitalcontent.api.tesco.com/v2/media/ghs/6e54dbf1-5151-4a55-95f9-8aa1ef6692fa/730b2189-323e-4242-8a7c-ebd720d34f74.jpeg?h=225&w=225
Tesco Finest Chicken Jalfrezi & Butter Cumin Rice 400G,4.5,11.84,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314409740,https://digitalcontent.api.tesco.com/v2/media/ghs/2b6338b5-42ff-4e23-8ce1-4bc194dd9820/0c4650c6-3606-4536-a984-3b114577365e.jpeg?h=225&w=225
The Real Greek Moussaka 350g,5.0,14.29,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316541008,https://digitalcontent.api.tesco.com/v2/media/ghs/e0fb12a1-d300-4591-83cf-b83dc9c59bb6/322cf244-455f-4b7d-8650-48ebf4b84eac_653108188.jpeg?h=225&w=225
The Real Greek Meatballs with Orzo 350g,5.0,14.29,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316806937,https://digitalcontent.api.tesco.com/v2/media/ghs/b7f83d4c-58c7-42f5-a5eb-730804158c4b/37f2d40f-234c-495b-8438-39abdc112b26_1558735464.jpeg?h=225&w=225
The Gym Kitchen Harissa Chicken 400G,3.7,9.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313622154,https://digitalcontent.api.tesco.com/v2/media/ghs/c0a32e99-54f6-4db4-bee8-65ba8b690f2b/a281aa29-55a7-4fc6-9149-955b47201965.jpeg?h=225&w=225
"Tesco Finest Chicken, Chorizo & Prawn Paella 400g",4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316421427,https://digitalcontent.api.tesco.com/v2/media/ghs/969bd704-e64c-4677-9046-5a9005f1f0f6/9c0409ff-2c11-4231-91b8-9e09a0164e7a.jpeg?h=225&w=225
Tesco Finest Chicken Korma with Butter Cumin Rice 400g,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314578878,https://digitalcontent.api.tesco.com/v2/media/ghs/553324b0-c4b8-482d-bdbf-10e33d8a6b08/e10de719-0574-4de8-be61-1a1ffc71fa5d.jpeg?h=225&w=225
Tesco Finest Chicken Tikka Masala Saffron Pilau Rice 400G,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314712305,https://digitalcontent.api.tesco.com/v2/media/ghs/f54805b2-b5fa-498f-8d8c-89afdd0cafa7/a7b1938c-60e8-4b03-85b8-cb45ba84f4c7.jpeg?h=225&w=225
Tesco Finest Chicken Chow Mein 380G,4.5,11.84,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313739638,https://digitalcontent.api.tesco.com/v2/media/ghs/f86c5b8c-39f4-43ef-a37e-c5cd692a5c97/28a22357-e7fb-4f19-bb81-c1f0af57970b.jpeg?h=225&w=225
Pinch Rich Railway Lamb Curry & Coconut Basmati Rice ​400g,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316533637,https://digitalcontent.api.tesco.com/v2/media/ghs/d49e047e-99d5-4ecb-9c33-bcf51780c591/7562bd9f-e03f-4882-b7fc-73ede0e945c2.jpeg?h=225&w=225
Kirsty's Beef Chilli & Rice 400g,3.5,8.75,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317873178,https://digitalcontent.api.tesco.com/v2/media/ghs/26766427-f60a-402c-827b-73d5f477a820/55f8973f-fa59-4362-8245-13135d7e2175.jpeg?h=225&w=225
Tesco Finest Jewelled Chicken Biryani 380g,4.5,11.84,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314585760,https://digitalcontent.api.tesco.com/v2/media/ghs/d9103bd3-7add-43ca-b8fe-baf34f532259/77108464-1134-454a-a44d-3419d79e1b5e.jpeg?h=225&w=225
Pinch Proper Prawn Curry & Coconut Basmati Rice​ 400g,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316661776,https://digitalcontent.api.tesco.com/v2/media/ghs/82310d25-c3c6-44bc-a83d-bd70f04c9da3/22659d8a-bd88-4296-8ba0-96e9de1e0fc5.jpeg?h=225&w=225
Tesco Finest Beef Shanghai Style Noodles 380g,4.5,11.84,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316061288,https://digitalcontent.api.tesco.com/v2/media/ghs/819aa62f-9c19-4bed-a6f7-a43c22c45c36/297e5364-5b0c-409c-87d3-d16f01d2b85d.jpeg?h=225&w=225
The Gym Kitchen Cajun Chicken 400g,3.75,9.38,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/318197752,https://digitalcontent.api.tesco.com/v2/media/ghs/a65464aa-12d9-4fb1-b7bf-077ec75e780a/a498af17-d013-4427-9d1f-5e3f5ec75516.jpeg?h=225&w=225
Tesco Finest Lasagne Al Forno 400g,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316542128,https://digitalcontent.api.tesco.com/v2/media/ghs/ee4741eb-aa3c-479a-9d23-819d13c4603c/70100b18-5f57-4fd7-8f71-863617e9ee00.jpeg?h=225&w=225
Wasabi Spicy Chicken Ramen 315G,4.8,15.24,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317644064,https://digitalcontent.api.tesco.com/v2/media/ghs/90df7f4c-7956-496d-8cb1-840aaacd5d8e/d485fa8d-ae12-44b7-a4c2-05d15f08b9b8_1477161775.jpeg?h=225&w=225
Tesco Chicken Balti & Pilau Rice 400G,3.25,8.12,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313731572,https://digitalcontent.api.tesco.com/v2/media/ghs/fa385651-0944-4a0e-8460-23afd68b592b/6310e819-8688-43ff-89b9-55985e0dc444.jpeg?h=225&w=225
Pinch Sizzle & Spice Chicken Tikka ​& Bombay Potatoes 400g,4.5,11.25,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316646081,https://digitalcontent.api.tesco.com/v2/media/ghs/3fb66a79-aa13-49a6-8184-8328b54e9964/de276984-d79a-448a-a97b-9b6effc53aae.jpeg?h=225&w=225
Tesco Swedish Style Meatballs & Mash 400g,3.25,8.12,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317402685,https://digitalcontent.api.tesco.com/v2/media/ghs/d58ccf79-2442-494b-8842-a9207f99dade/238aca8d-0fa6-4713-ae41-d90d0dcd4a90.jpeg?h=225&w=225
